paperID,author,col3,col4
SP_09_26,Sudhir Aggarwal,,,,
SP_09_26,Breno de Medeiros,,,,
SP_09_26,Bill Glodek,,,,
SP_09_5,Maxwell Krohn,,,,
SP_09_5,Eran Tromer,,,,
SP_09_16,Santiago Zanella-Beguelin,,,,
SP_09_16,Gilles Barthe,,,,
SP_09_16,Benjamin Gregoire,,,,
SP_09_16,Federico Olmedo,,,,
SP_09_18,George Danezis,,,,
SP_09_18,Ian Goldberg,,,,
SP_09_17,Ralf Kuesters,,,,
SP_09_17,Tomasz Truderung,,,,
SP_09_11,Bryan Parno,,,,
SP_09_11,Jonathan M. McCune,,,,
SP_09_11,Dan Wendlandt,,,,
SP_09_11,David G. Andersen,,,,
SP_09_11,Adrian Perrig,,,,
SP_09_4,Bart Coppens,,,,
SP_09_4,Ingrid Verbauwhede,,,,
SP_09_4,Koen De Bosschere,,,,
SP_09_4,Bjorn De Sutter,,,,
SP_09_20,William Clarkson,,,,
SP_09_20,Tim Weyrich,,,,
SP_09_20,Adam Finkelstein,,,,
SP_09_20,Nadia Heninger,,,,
SP_09_20,J. Alex Halderman,,,,
SP_09_20,Edward W. Felten,,,,
SP_09_8,Paolo Milani Comparetti,,,,
SP_09_8,Gilbert Wondracek,,,,
SP_09_8,Christopher Kruegel,,,,
SP_09_8,Engin Kirda,,,,
SP_09_2,Martin R. Albrecht,,,,
SP_09_2,Kenneth G. Paterson,,,,
SP_09_2,Gaven John Watson,,,,
SP_09_23,Shuo Chen,,,,
SP_09_23,Ziqing Mao,,,,
SP_09_23,Yi-Min Wang,,,,
SP_09_23,Ming Zhang,,,,
SP_09_1,Flavio D. Garcia,,,,
SP_09_1,Peter van Rossum,,,,
SP_09_1,Roel Verdult,,,,
SP_09_1,Ronny Wichers Schreur,,,,
SP_09_12,Arvind Narayanan,,,,
SP_09_12,Vitaly Shmatikov,,,,
SP_09_14,Michael T. Goodrich,,,,
SP_09_24,Adam Barth,,,,
SP_09_24,Juan Caballero,,,,
SP_09_24,Dawn Xiaoding Song,,,,
SP_09_21,Michael Backes,,,,
SP_09_21,Tongbo Chen,,,,
SP_09_21,Markus Duermuth,,,,
SP_09_21,Hendrik P. A. Lensch,,,,
SP_09_21,Martin Welk,,,,
SP_09_9,Kevin Borders,,,,
SP_09_9,Atul Prakash,,,,
SP_09_13,Koen Simoens,,,,
SP_09_13,Pim Tuyls,,,,
SP_09_13,Bart Preneel,,,,
SP_09_19,Haifeng Yu,,,,
SP_09_19,Chenwei Shi,,,,
SP_09_19,Michael Kaminsky,,,,
SP_09_19,Phillip B. Gibbons,,,,
SP_09_19,Feng Xiao,,,,
SP_09_22,Mike Ter Louw,,,,
SP_09_22,V. N. Venkatakrishnan,,,,
SP_15_34,Michel Abdalla,,ENS; INRIA; Paris; France,,michel. abdalla@ens. fr
SP_15_34,Fabrice Benhamouda,,ENS; INRIA; Paris; France,,fabrice. ben. hamouda@ens. fr
SP_15_34,Philip MacKenzie,,Google; Inc. ; Mountain View,,philmac@google. com
SP_15_36,Fangfei Liu,,,,fangfeil@princeton. edu
SP_15_36,Yuval Yarom,,,,yval@cs. adelaide. edu. au
SP_15_36,Qian Ge,,,,qian. ge@nicta. com. au
SP_15_36,Gernot Heiser,,,,gernot@nicta. com. au
SP_15_36,Ruby B. Lee,,,,rblee@princeton. edu
SP_15_32,Benjamin Beurdouche,,,,
SP_15_32,Karthikeyan Bhargavan,,,,
SP_15_32,Antoine Delignat-Lavaud,,,,
SP_15_32,Cedric Fournet,,,,
SP_15_32,Markulf Kohlweiss,,,,
SP_15_32,Alfredo Pironti,,,,
SP_15_32,Pierre-Yves Strub,,,,
SP_15_32,Jean Karim Zinzindohoue,,,,
SP_15_54,Nan Zhang,,,,nz3@indiana. edu
SP_15_54,Kan Yuan,,,,kanyuan@indiana. edu
SP_15_54,Muhammad Naveed,,,,naveed2@illinois. edu
SP_15_54,Xiaoyong Zhou,,,,zhou@indiana. edu
SP_15_54,XiaoFeng Wang,,,,xw7@indiana. edu
SP_15_38,Yuanzhong Xu,,University of Texas at Austin; Austin; TX; USA,,yxu@cs. utexas. edu
SP_15_38,Weidong Cui,,,,wdcui@microsoft. com
SP_15_38,Marcus Peinado,,,,marcuspe@microsoft. com
SP_15_8,Alex Biryukov,,University of Luxembourg; Luxembourg; Luxembourg,,alex. biryukov@uni. lu
SP_15_8,Ivan Pustogarov,,University of Luxembourg; Luxembourg; Luxembourg,,ivan. pustogarov@uni. lu
SP_15_47,Fabian Yamaguchi,,University of Gottingen; Gottingen; Germany,,
SP_15_47,Alwin Maier,,University of Gottingen; Gottingen; Germany,,
SP_15_47,Hugo Gascon,,University of Gottingen; Gottingen; Germany,,
SP_15_47,Konrad Rieck,,University of Gottingen; Gottingen; Germany,,
SP_15_12,Ryan Rasti,,,,
SP_15_12,Mukul Murthy,,,,
SP_15_12,Nicholas Weaver,,,,
SP_15_12,Vern Paxson,,,,
SP_15_28,Yinzhi Cao,,,,yzcao@cs. columbia. edu
SP_15_28,Junfeng Yang,,,,junfeng@cs. columbia. edu
SP_15_5,Ulrich Ruhrmair,,Horst Gurtz Institute for IT-Security; Ruhr University Bochum; Bochum; Germany,,ruehrmair@ilo. de
SP_15_5,J. L. Martinez-Hurtado,,Walter Schottky Institute; Tech. University Munchen; Garching; Germany,,leo. martinez@wsi. tum. de
SP_15_5,Xiaolin Xu,,ECE Dept. ; UMAss Amherst; Amherst,,xu@ecs. umass. edu
SP_15_5,Christian Kraeh,,Walter Schottky Institute; Tech. University Munchen; Garching; Germany,,christian. kraeh@wsi. tum. de
SP_15_5,Christian Hilgers,,ZAE Bayern; Garching; Germany,,hilgers@muc. zae-bayern. de
SP_15_5,Dima Kononchuk,,CS Dept. ; Delft University of Technolgy; Delft; Netherlands,,kononchukdmitry@gmail. com
SP_15_5,Jonathan J. Finley,,Walter Schottky Institute; Tech. University Munchen; Garching; Germany,,finley@wsi. tum. de
SP_15_5,Wayne P. Burleson,,ECE Dept. ; UMAss Amherst; Amherst,,burleson@ecs. umass. edu
SP_15_31,Boyuan He,,,,heboyuan@zju. edu. cn
SP_15_31,Vaibhav Rastogi,,,,vrastogi@u. northwestern. edu
SP_15_31,Yinzhi Cao,,,,yzcao@cs. columbia. edu
SP_15_31,Yan Chen,,,,ychen@northwestern. edu
SP_15_31,V. N. Venkatakrishnan,,,,venkat@uic. edu
SP_15_31,Runqing Yang,,,,rainkin1993@gmail. com
SP_15_31,Zhenrui Zhang,,,,jerryzh@zju. edu. cn
SP_15_53,Mingyuan Xia,,,,mingyuan. xia@mail. mcgill. ca
SP_15_53,Lu Gong,,Shanghai Jiao Tong University; Shanghai; China,,iceboy@sjtu. edu. cn
SP_15_53,Yuanhao Lyu,,Shanghai Jiao Tong University; Shanghai; China,,185662@sjtu. edu. cn
SP_15_53,Zhengwei Qi,,Shanghai Jiao Tong University; Shanghai; China,,qizhwei@sjtu. edu. cn
SP_15_53,Xue Liu,,,,xueliu@cs. mcgill. ca
SP_15_16,Craig Costello,,,,
SP_15_16,Cedric Fournet,,,,
SP_15_16,Jon Howell,,,,
SP_15_16,Markulf Kohlweiss,,,,
SP_15_16,Benjamin Kreuter,,,,
SP_15_16,Michael Naehrig,,,,
SP_15_16,Bryan Parno,,,,
SP_15_16,Samee Zahur,,,,
SP_15_42,Jannik Pewny,,,,
SP_15_42,Behrad Garmany,,,,
SP_15_42,Robert Gawlik,,,,
SP_15_42,Christian Rossow,,,,
SP_15_42,Thorsten Holz,,,,
SP_15_52,Beom Heyn Kim,,University of Toronto; Toronto; ON; Canada,,
SP_15_52,David Lie,,Dept. of Electr. & Comput. Eng. ; University of Toronto; Toronto; ON; Canada,,
SP_15_17,Michael Backes,,CISPA; Saarland University; Saarbrucken; Germany,,
SP_15_17,Manuel Barbosa,,HASLab; INESC TEC Minho University; Portugal,,
SP_15_17,Dario Fiore,,IMDEA Software Institute; Madrid; Spain,,
SP_15_17,Raphael M. Reischuk,,ETH Zurich,,
SP_15_39,Xabier Ugarte-Pedrero,,DeustoTe; University of Deusto; Bilbao; Spain,,xabier. ugarte@deusto. es
SP_15_39,Davide Balzarotti,,Eurecom; Sophia Antipolis; France,,davide. balzarotti@eurecom. fr
SP_15_39,Igor Santos,,DeustoTe; University of Deusto; Bilbao; Spain,,isantos@deusto. es
SP_15_39,Pablo G. Bringas,,DeustoTe; University of Deusto; Bilbao; Spain,,pablo. garcia. bringas@deusto. es
SP_15_48,Arthur Azevedo De Amorim,,,,
SP_15_48,Maxime Denes,,,,
SP_15_48,Nick Giannarakis,,,,
SP_15_48,Catalin Hritcu,,,,
SP_15_48,Benjamin C. Pierce,,,,
SP_15_48,Antal Spector-Zabusky,,,,
SP_15_48,Andrew Tolmach,,,,
SP_15_19,Matthew D. Green,,Johns Hopkins University; Baltimore,,mgreen@cs. jhu. edu
SP_15_19,Ian Miers,,Johns Hopkins University; Baltimore,,imiers@cs. jhu. edu
SP_15_21,Matteo Maffei,,,,maffei@cs. uni-saarland. de
SP_15_21,Giulio Malavolta,,,,malavolta@cs. uni-saarland. de
SP_15_21,Manuel Reinert,,,,reinert@cs. uni-saarland. de
SP_15_21,Dominique Schroder,,,,schroeder@cs. uni-saarland. de
SP_15_45,Stephen J. Crane,,University of California - Irvine,,sjcrane@uci. edu
SP_15_45,Christopher Liebchen,,CASED; Tech. University Darmstadt; Darmstadt; Germany,,christopher. liebchen@trust. cased. de
SP_15_45,Andrei Homescu,,University of California - Irvine,,ahomescu@uci. edu
SP_15_45,Lucas Davi,,CASED; Tech. University Darmstadt; Darmstadt; Germany,,lucas. davi@trust. cased. de
SP_15_45,Per Larsen,,University of California - Irvine,,perl@uci. edu
SP_15_45,Ahmad-Reza Sadeghi,,CASED; Tech. University Darmstadt; Darmstadt; Germany,,ahmad. sadeghi@trust. cased. de
SP_15_45,Stefan Brunthaler,,University of California - Irvine,,s. brunthaler@uci. edu
SP_15_45,Michael Franz,,University of California - Irvine,,franz@uci. edu
SP_15_18,Eli Ben-Sasson,,,,
SP_15_18,Alessandro Chiesa,,,,alessandro. chiesa@inf. ethz. ch
SP_15_18,Matthew D. Green,,,,mgreen@cs. jhu. edu
SP_15_18,Eran Tromer,,,,tromer@cs. tau. ac. il
SP_15_18,Madars Virza,,,,madars@mit. edu
SP_15_15,Nik Unger,,,,
SP_15_15,Sergej Dechand,,,,
SP_15_15,Joseph Bonneau,,,,
SP_15_15,Sascha Fahl,,,,
SP_15_15,Henning Perl,,,,
SP_15_15,Ian Goldberg,,,,
SP_15_15,Matthew Smith,,,,
SP_15_23,Kartik Nayak,,,,
SP_15_23,Xiao Shaun Wang,,,,
SP_15_23,Stratis Ioannidis,,,,
SP_15_23,Udi Weinsberg,,,,
SP_15_23,Nina Taft,,,,
SP_15_23,Elaine Shi,,,,
SP_15_7,Joseph Bonneau,,,,
SP_15_7,Andrew Miller,,,,
SP_15_7,Jeremy Clark,,,,
SP_15_7,Arvind Narayanan,,,,
SP_15_7,Joshua A. Kroll,,,,
SP_15_7,Edward W. Felten,,,,
SP_15_50,Yuchen Zhou,,,,
SP_15_50,David Evans,,,,
SP_15_30,David Bernhard,,University of Bristol; Bristol; UK,,
SP_15_30,Veronique Cortier,,LORIA; Vandoeuvre-les-Nancy; France,,
SP_15_30,David Galindo,,LORIA; Vandoeuvre-les-Nancy; France,,
SP_15_30,Olivier Pereira,,University Catholique de Louvain; Louvain-la-Neuve; Belgium,,
SP_15_30,Bogdan Warinschi,,University of Bristol; Bristol; UK,,
SP_15_20,Henry Corrigan-Gibbs,,Stanford University,,
SP_15_20,Dan Boneh,,Stanford University,,
SP_15_20,David Mazieres,,Stanford University,,
SP_15_11,Liang Zhu,,,,
SP_15_11,Zi Hu,,,,
SP_15_11,John Heidemann,,,,
SP_15_11,Duane Wessels,,,,
SP_15_11,Allison Mankin,,,,
SP_15_11,Nikita Somaiya,,,,
SP_15_29,Rahul Chatterjee,,University of Wisconsin - Madison,,rchat@cs. wisc. edu
SP_15_29,Joseph Bonneau,,,,jbonneau@cs. stanford. edu
SP_15_29,Ari Juels,,,,juels@cornell. edu
SP_15_29,Thomas Ristenpart,,University of Wisconsin - Madison,,rist@cs. wisc. edu
SP_15_6,Ittay Eyal,,,,
SP_15_27,Zhicong Huang,,Sch. of Comput. & Commun. Sci. ; EPFL; Lausanne; Switzerland,,
SP_15_27,Erman Ayday,,Bilkent University; Ankara; Turkey,,
SP_15_27,Jacques Fellay,,Sch. of Life Sci. ; EPFL; Lausanne; Switzerland,,
SP_15_27,Jean-Pierre Hubaux,,Sch. of Comput. & Commun. Sci. ; EPFL; Lausanne; Switzerland,,
SP_15_27,Ari Juels,,Cornell Tech; Jacobs Institute; Cornell University; Ithaca; NY; USA,,
SP_15_14,Robert Lychev,,,,robert. lychev@ll. mit. edu
SP_15_14,Samuel Jero,,,,sjero@purdue. edu
SP_15_14,Alexandra Boldyreva,,,,sasha@gatech. edu
SP_15_14,Cristina Nita-Rotaru,,,,cnitarot@purdue. edu
SP_15_22,Chang Liu,,,,liuchang@cs. umd. edu
SP_15_22,Xiao Shaun Wang,,,,wangxiao@cs. umd. edu
SP_15_22,Kartik Nayak,,,,kartik@cs. umd. edu
SP_15_22,Yan Huang,,,,yh33@indiana. edu
SP_15_22,Elaine Shi,,,,elaine@cs. umd. edu
SP_15_49,Eric Yawei Chen,,Carnegie Mellon University; Moffett Field,,eric. chen@sv. cmu. edu
SP_15_49,Shuo Chen,,Microsoft Res. ; Redmond; WA; USA,,shuochen@microsoft. com
SP_15_49,Shaz Qadeer,,Microsoft Res. ; Redmond; WA; USA,,qadeer@microsoft. com
SP_15_49,Rui Wang,,Microsoft Res. ; Redmond; WA; USA,,ruiwan@microsoft. com
SP_15_9,Mohammad Taha Khan,,University of Illinois at Chicago; Chicago; IL; USA,,taha@cs. uic. edu
SP_15_9,Xiang Huo,,University of Illinois at Chicago; Chicago; IL; USA,,xhuo4@uic. edu
SP_15_9,Zhou Li,,,,zhou. li@rsa. com
SP_15_9,Chris Kanich,,University of Illinois at Chicago; Chicago; IL; USA,,ckanich@uic. edu
SP_15_40,Babak Yadegari,,University of Arizona; Tucson; AZ; USA,,babaky@cs. arizona. edu
SP_15_40,Brian Johannesmeyer,,University of Arizona; Tucson; AZ; USA,,bjohannesmeyer@cs. arizona. edu
SP_15_40,Ben Whitely,,University of Arizona; Tucson; AZ; USA,,whitely@cs. arizona. edu
SP_15_40,Saumya K. Debray,,University of Arizona; Tucson; AZ; USA,,debray@cs. arizona. edu
SP_15_26,John Vilk,,,,
SP_15_26,David Molnar,,,,
SP_15_26,Benjamin Livshits,,,,
SP_15_26,Eyal Ofek,,,,
SP_15_26,Chris Rossbach,,,,
SP_15_26,Alexander Moshchuk,,,,
SP_15_26,Helen Jia Wang,,,,
SP_15_26,Ran Gal,,,,
SP_15_2,Robert N. M. Watson,,,,
SP_15_2,Jonathan Woodruff,,,,
SP_15_2,Peter G. Neumann,,,,
SP_15_2,Simon W. Moore,,,,
SP_15_2,Jonathan Anderson,,,,
SP_15_2,David Chisnall,,,,
SP_15_2,Nirav Dave,,,,
SP_15_2,Brooks Davis,,,,
SP_15_2,Khilan Gudka,,,,
SP_15_2,Ben Laurie,,,,
SP_15_2,Steven J. Murdoch,,,,
SP_15_2,Robert Norton,,,,
SP_15_2,Michael Roe,,,,
SP_15_2,Stacey Son,,,,
SP_15_2,Munraj Vadera,,,,
SP_15_25,Ebrahim M. Songhori,,Rice University,,ebrahim@rice. edu
SP_15_25,Siam U. Hussain,,Rice University,,siam. umar@rice. edu
SP_15_25,Ahmad-Reza Sadeghi,,Tech. University Darmstadt; Darmstadt; Germany,,ahmad. sadeghi@trust. cased. de
SP_15_25,Thomas Schneider,,Tech. University Darmstadt; Darmstadt; Germany,,thomas. schneider@ec-spride. de
SP_15_25,Farinaz Koushanfar,,Rice University,,farinaz@rice. edu
SP_15_35,Gorka Irazoqui,,Worcester Polytech. Institute; Worcester,,girazoki@wpi. edu
SP_15_35,Thomas Eisenbarth,,Worcester Polytech. Institute; Worcester,,teisenbarth@wpi. edu
SP_15_35,Berk Sunar,,Worcester Polytech. Institute; Worcester,,sunar@wpi. edu
SP_15_43,Sang Kil Cha,,Carnegie Mellon University,,sangkilc@cmu. edu
SP_15_43,Maverick Woo,,Carnegie Mellon University,,pooh@cmu. edu
SP_15_43,David Brumley,,Carnegie Mellon University,,dbrumley@cmu. edu
SP_15_4,Fengwei Zhang,,,,fzhang4@gmu. edu
SP_15_4,Kevin Leach,,,,kjl2y@virginia. edu
SP_15_4,Angelos Stavrou,,,,astavrou@gmu. edu
SP_15_4,Haining Wang,,,,hnw@udel. edu
SP_15_4,Kun Sun,,,,ksun3@gmu. edu
SP_15_44,Felix Schuster,,Horst Gortz Institute (HGI); Ruhr-University Bochum; Bochum; Germany,,
SP_15_44,Thomas Tendyck,,Horst Gortz Institute (HGI); Ruhr-University Bochum; Bochum; Germany,,
SP_15_44,Christopher Liebchen,,CASED; Tech. University Darmstadt; Darmstadt; Germany,,
SP_15_44,Lucas Davi,,CASED; Tech. University Darmstadt; Darmstadt; Germany,,
SP_15_44,Ahmad-Reza Sadeghi,,CASED; Tech. University Darmstadt; Darmstadt; Germany,,
SP_15_44,Thorsten Holz,,Horst Gortz Institute (HGI); Ruhr-University Bochum; Bochum; Germany,,
SP_15_46,Isaac Evans,,MIT CSAIL,,isaac. evans@ll. mit. edu
SP_15_46,Sam Fingeret,,MIT Lincoln Lab. ; USA,,samfin@csail. mit. edu
SP_15_46,Julian Gonzalez,,MIT Lincoln Lab. ; USA,,jugonz97@csail. mit. edu
SP_15_46,Ulziibayar Otgonbaatar,,MIT Lincoln Lab. ; USA,,ulziibay@csail. mit. edu
SP_15_46,Tiffany Tang,,MIT Lincoln Lab. ; USA,,fable@csail. mit. edu
SP_15_46,Howard Shrobe,,MIT Lincoln Lab. ; USA,,hes@csail. mit. edu
SP_15_46,Stelios Sidiroglou-Douskos,,MIT Lincoln Lab. ; USA,,stelios@csail. mit. edu
SP_15_46,Martin Rinard,,MIT Lincoln Lab. ; USA,,rinard@csail. mit. edu
SP_15_46,Hamed Okhravi,,MIT CSAIL,,hamed. okhravi@ll. mit. edu
SP_15_33,Joppe W. Bos,,,,
SP_15_33,Craig Costello,,,,
SP_15_33,Michael Naehrig,,,,
SP_15_33,Douglas Stebila,,,,
SP_15_37,Marc Andrysco,, University of California; San Diego; La Jolla,,
SP_15_37,David Kohlbrenner,, University of California; San Diego; La Jolla,,
SP_15_37,Keaton Mowery,, University of California; San Diego; La Jolla,,
SP_15_37,Ranjit Jhala,, University of California; San Diego; La Jolla,,
SP_15_37,Sorin Lerner,, University of California; San Diego; La Jolla,,
SP_15_37,Hovav Shacham,, University of California; San Diego; La Jolla,,
SP_15_13,Matthias Schafer,,University of Kaiserslautern; Kaiserslautern; Germany,,schaefer@cs. uni-kl. de
SP_15_13,Vincent Lenders,,armasuisse; Switzerland,,vincent. lenders@armasuisse. ch
SP_15_13,Jens Schmitt,,University of Kaiserslautern; Kaiserslautern; Germany,,jschmitt@cs. uni-kl. de
SP_15_41,Antonio Nappa,,University Politec. de Madrid; Madrid; Spain,,
SP_15_41,Richard Johnson,,University of Maryland; College Park,,
SP_15_41,Leyla Bilge,,,,
SP_15_41,Juan Caballero,,,,
SP_15_41,Tudor Dumitras,,,,
SP_15_1,Le Guan,,Data Assurance & Commun. Security Res. Center; China,,guanle@iie. ac. cn
SP_15_1,Jingqiang Lin,,Data Assurance & Commun. Security Res. Center; China,,linjingqiang@iie. ac. cn
SP_15_1,Bo Luo,, University of Kansas; Lawrence; KS; USA,,bluo@ku. edu
SP_15_1,Jiwu Jing,,Data Assurance & Commun. Security Res. Center; China,,jingjiwu@iie. ac. cn
SP_15_1,Jing Wang,,Data Assurance & Commun. Security Res. Center; China,,wangjing@iie. ac. cn
SP_15_55,Antonio Bianchi,,University of California; Santa Barbara; Santa Barbara,,antoniob@cs. ucsb. edu
SP_15_55,Jacopo Corbetta,,University of California; Santa Barbara; Santa Barbara,,jacopo@cs. ucsb. edu
SP_15_55,Luca Invernizzi,,University of California; Santa Barbara; Santa Barbara,,invernizzi@cs. ucsb. edu
SP_15_55,Yanick Fratantonio,,University of California; Santa Barbara; Santa Barbara,,yanick@cs. ucsb. edu
SP_15_55,Christopher Kruegel,,University of California; Santa Barbara; Santa Barbara,,chris@cs. ucsb. edu
SP_15_55,Giovanni Vigna,,University of California; Santa Barbara; Santa Barbara,,vigna@cs. ucsb. edu
SP_15_10,Kurt Thomas,,,,kurtthomas@google. com
SP_15_10,Elie Bursztein,,,,elieb@google. com
SP_15_10,Chris Grier,,,,chris@databricks. com
SP_15_10,Grant Ho,,,,grantho@cs. berkeley. edu
SP_15_10,Nav Jagpal,,,,nav@google. com
SP_15_10,Alexandros Kapravelos,,,,kapravel@cs. ucsb. edu
SP_15_10,Damon Mccoy,,,,damon@cs. gmu. edu
SP_15_10,Antonio Nappa,,,,antonio. nappa@imdea. org
SP_15_10,Vern Paxson,,,,vern@cs. berkeley. edu
SP_15_10,Paul Pearce,,,,pearce@cs. berkeley. edu
SP_15_10,Niels Provos,,,,niels@google. com
SP_15_10,Moheeb Abu Rajab,,,,moheeb@google. com
SP_15_24,Ben A. Fisch,,,,benafisch@gmail. com
SP_15_24,Binh Vo,,,,binh@cs. columbia. edu
SP_15_24,Fernando Krell,,,,fkrell@cs. columbia. edu
SP_15_24,Abishek Kumarasubramanian,,,,abishekk@gmail. com
SP_15_24,Vladimir Kolesnikov,,,,kolesnikov@research. bell-labs. com
SP_15_24,Tal Malkin,,,,tal@cs. columbia. edu
SP_15_24,Steven M. Bellovin,,,,smb@cs. columbia. edu
SP_15_3,Felix Schuster,,,,
SP_15_3,Manuel Costa,,,,
SP_15_3,Cedric Fournet,,,,
SP_15_3,Christos Gkantsidis,,,,
SP_15_3,Marcus Peinado,,,,
SP_15_3,Gloria Mainar-Ruiz,,,,
SP_15_3,Mark Russinovich,,,,
SP_15_51,Jonas Wagner,,,,
SP_15_51,Volodymyr Kuznetsov,,,,
SP_15_51,George Candea,,,,
SP_15_51,Johannes Kinder,,Dept. of Comput. Sci. R. Holloway; University of London; London; UK,,
SP_04_4,Philip W. L. Fong,37269741100,Regina University; Sask. ; Canada,60030101,
SP_04_3,A. Yaar,37269672200,Carneggie Mellon University,60027950,
SP_04_3,Adrian Perrig,37271812800,Carneggie Mellon University,60027950,
SP_04_3,Dawn Xiaoding Song,37275586500,Carneggie Mellon University,60027950,
SP_04_19,D. Asonov,37269363800,IBM Almaden Res. Center; USA,60009253,
SP_04_19,R. Agrawal,37269363600,IBM Almaden Res. Center; USA,60009253,
SP_04_9,Henry Hanping Feng,37271457800,Dept. of Electr. & Comput. Eng. ; Massachusetts-Amherst University; Amherst,60014313,
SP_04_9,Jonathon T. Giffin,37269736200,,60032179,
SP_04_9,Yong Huang,37278787900,,60014313,
SP_04_9,Somesh Jha,37279267300,,60032179,
SP_04_9,Wenke Lee,37278522800,,60019647,
SP_04_9,Barton P. Miller,37273219400,,60032179,
SP_04_8,Jon A. Solworth,37269365600,,60027561,
SP_04_8,R. H. Sloan,37269364700,,60027561,
SP_04_1,Michael Collins,37272162200,Dept. of Electr. & Comput. Eng. ; Carnegie Mellon University,60027950,
SP_04_1,Michael K. Reiter,38477105300,,60027950,
SP_04_10,Bruno Blanchet,37269733600,CNRS; Ecole Normale Superieure; Paris; France,-1,
SP_04_6,T. Aura,37269404800,Microsoft Res. ,60021726,
SP_04_6,Pekka Nikander,,,,
SP_04_6,G. Camarillo,37269403800,,-1,
SP_04_13,Tadayoshi Kohno,37273282400,California University; San Diego,60030612,
SP_04_13,Adam Stubblefield,37269730400,,60005248,
SP_04_13,Aviel D. Rubin,37269728600,,60005248,
SP_04_13,Dan S. Wallach,37269734000,,60005286,
SP_04_18,Anna Lysyanskaya,37269668300,Brown University; Providence; RI; USA,60011460,
SP_04_18,Roberto Tamassia,37269663200,Brown University; Providence; RI; USA,60011460,
SP_04_18,Nikos Triandopoulos,37269664500,Brown University; Providence; RI; USA,60011460,
SP_04_15,William H. Winsborough,37269733800,Center for Secure Inf. Syst. ; George Mason University ,60018319,
SP_04_15,Ninghui Li,37279907500,,60009254,
SP_04_11,M. N. Krohn,37269716800,Massachusetts Institute of Technolgy; Cambridge; MA; Samoa,60022195,
SP_04_11,Michael J. Freedman,37269717200,,60021784,
SP_04_11,David Mazieres,37269718800,,60021784,
SP_04_14,Sencun Zhu,37281408400,Center for Secure Inf. Syst. ; George Mason University ,60018319,
SP_04_14,Sanjeev Setia,37269722100,Center for Secure Inf. Syst. ; George Mason University ,60018319,
SP_04_14,Sushil Jajodia,37269731300,Center for Secure Inf. Syst. ; George Mason University ,60012564|60018319,
SP_04_14,Peng Ning,37269721200,,60004923,
SP_04_7,Arvind Seshadri,37269358700,CyLab; Carnegie Mellon University,-1,
SP_04_7,Adrian Perrig,37271812800,CyLab; Carnegie Mellon University,-1,
SP_04_7,Leendert van Doorn,37269350900,,60021293,
SP_04_7,P. Khosla,37278729300,,-1,
SP_04_5,S. Tse,37274855000,Pennsylvania University; University Park; PA; USA,60006297,
SP_04_5,Steve Zdancewic,37269670800,Pennsylvania University; University Park; PA; USA,60006297,
SP_04_12,Peeter Laud,37269362800,Tartu University; Estonia,-1,
SP_04_16,Jaeyeon Jung,37279660300,Comput. Sci. & Artificial Intelligence Lab. ; MIT; USA,60006320,
SP_04_16,Vern Paxson,37272301100,,60007174,
SP_04_16,A. W. Berger,37269667900,,60006320,
SP_04_16,Hari Balakrishnan,37278191100,,60006320,
SP_04_17,Lingyu Wang,37280760600,Center for Secure Inf. Syst. ; George Mason University ,60018319,
SP_04_17,Sushil Jajodia,37269731300,Center for Secure Inf. Syst. ; George Mason University ,60018319,
SP_04_17,Duminda Wijesekera,37269730600,Center for Secure Inf. Syst. ; George Mason University ,60018319,
SP_04_2,Jun Li,37279852500,Coll. of Comput. ; Georgia Institute of Technolgy; USA,60019647,
SP_04_2,Minho Sung,37269665400,Coll. of Comput. ; Georgia Institute of Technolgy; USA,60019647,
SP_04_2,Jun (Jim) Xu,37279201300,Coll. of Comput. ; Georgia Institute of Technolgy; USA,60019647,
SP_04_2,Li Li,37280697600,,60026137,
SP_84_21,John McLean,,Naval Research Laboratory,,
SP_84_21,Carl E. Landwehr,,Naval Research Laboratory,,
SP_84_21,Constance L. Heitmeyer,,Naval Research Laboratory,,
SP_84_7,Richard D. Graubart,,MITRE Corporation ,,
SP_84_8,Joseph A. Goguen,,SRI International,,
SP_84_8,Jose Meseguer,,SRI International,,
SP_84_18,Dianne E. Britton,,Advanced Technology Laboratories,,
SP_84_24,Tanya Korelsky,,Odyssey Research Associates,,
SP_84_24,David Sutherland,,Odyssey Research Associates,,
SP_84_25,Bret A. Hartman,,DoD Computer Security Center,,
SP_84_19,Glenn H. MacEwen,,Queen's University,,
SP_84_19,Bruce Burwell,,Queen's University,,
SP_84_19,Zhuo-Jun Lu,,Queen's University,,
SP_84_15,Terry Vickers Benzel,,MITRE Corporation,,
SP_84_1,Paul A. Karger,,Digital Equipment Corporation,,
SP_84_1,Andrew J. Herbert,,University of Cambridge,,
SP_84_4,Carl E. Landwehr,,Naval Research Laboratory,,
SP_84_4,John M. Carroll,,Unviersity of Western Ontario,,
SP_84_13,Larry Yelowitz,,Ford Aerospace and Communications Corporation,,
SP_84_5,Marvin Schaefer,,DoD Computer Security Center,,
SP_84_5,Roger R. Schell,,DoD Computer Security Center,,
SP_84_22,Tad Taylor,,DoD Computer Security Center,,
SP_84_6,Dorothy Elizabeth Denning,,SRI International,,
SP_84_16,Jonathan K. Millen,,MITRE Corporation ,,
SP_84_11,David Chaum,,University of California; Santa Barbara,,
